"","Escola","ID_ESCOLA","id_municipio","rede","n_alunos","IEE","anos_escolares","ideb","MEDIA_MT_SAEB_2019","MEDIA_LP_SAEB_2019","MEDIA_CN_SAEB_2019","MEDIA_CH_SAEB_2019","NSE10","p_SE","p_brancos","me_educMae","Latitude","Longitude"
"444","MOACYR AMARAL DOS SANTOS",35048653,3550308,"estadual",66,0.83,"finais (6-9)",4.6,248.27,255.28,NA,NA,5.51,0.08,0.36,9.78,-23.62454257,-46.47811309
"445","JOAQUIM SILVERIO GOMES DOS REIS PROFESSOR",35048665,3550308,"estadual",158,0.75,"finais (6-9)",5.7,272.5,272.76,NA,NA,5.66,0.1,0.41,11.51,-23.55173333,-46.440975
"446","RUTH CABRAL TRONCARELLI PROFESSORA",35048689,3550308,"estadual",148,0.75,"finais (6-9)",4.9,254.26,254.66,NA,NA,5.5,0.04,0.3,10.25,-23.5383277,-46.440229
"447","JOSE RIGHETTO SOBRINHO PROF",35048690,3550308,"estadual",109,0.83,"finais (6-9)",5.4,266.06,270.84,NA,NA,5.44,0.06,0.4,9.46,-23.516834,-46.4328167
"448","CICERO CANUTO DE LIMA PASTOR",35048719,3550308,"estadual",128,0.75,"finais (6-9)",4.5,249.75,252.4,NA,NA,4.87,0.03,0.29,7.8,-23.688263,-46.777831
"449","ARISTON DE OLIVEIRA PROFESSOR TENENTE",35048720,3550308,"estadual",212,0.83,"finais (6-9)",5,254.75,265.4,NA,NA,5.24,0.08,0.25,9.12,-23.6577621,-46.7897576
"450","HOMERO VAZ DO AMARAL",35048732,3550308,"estadual",64,0.92,"finais (6-9)",4.7,257.13,273.62,NA,NA,5.18,0.06,0.2,8.62,-23.73314744,-46.71728348
"451","SOICHI MABE",35048744,3550308,"estadual",295,0.75,"finais (6-9)",4.7,246.25,251.31,NA,NA,5.1,0.05,0.33,8.1,-23.7201001,-46.7702351
"452","EMEF FARIA LIMA BRIG",35053016,3550308,"municipal",68,0.83,"finais (6-9)",5.1,270.37,259.78,NA,NA,5.55,0.12,0.38,9.48,-23.5769,-46.6299
"453","EMEF EMILIANO DI CAVALCANTI",35053028,3550308,"municipal",45,0.75,"finais (6-9)",5.5,271.72,280.6,NA,NA,6.03,0.13,0.36,9.84,-23.5701,-46.5682
"454","EMEF LEONOR MENDES DE BARROS",35053036,3550308,"municipal",61,0.92,"finais (6-9)",5.6,261.58,274.02,NA,NA,5.54,0.11,0.38,11.07,-23.5713,-46.5642
"455","EMEF CELSO LEITE RIBEIRO FILHO",35053041,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,4.77,NA,NA,NA,-23.5573,-46.642
"456","EMEF CASTRO ALVES",35053053,3550308,"municipal",102,0.92,"finais (6-9)",4.6,242.05,249.62,NA,NA,4.57,0.1,0.24,8.21,-23.45941,-46.677595
"457","EMEF SEBASTIAO NOGUEIRA DE LIMA DES",35053065,3550308,"municipal",114,0.92,"finais (6-9)",4.9,249.86,249.81,NA,NA,5.65,0.04,0.28,8.73,-23.471,-46.6739
"458","EMEF RAUL FERNANDES EMB",35053077,3550308,"municipal",94,0.92,"finais (6-9)",4.6,241.7,252.09,NA,NA,5.21,0.07,0.28,10.95,-23.46921606,-46.69080662
"459","EMEF ANDRE RODRIGUES DE ALCKMIN PROF",35053089,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,4.86,NA,NA,NA,-23.4585,-46.6941
"460","EMEF JOANINHA GRASSI FAGUNDES PROFA",35053090,3550308,"municipal",NA,1,"finais (6-9)",NA,NA,NA,NA,NA,5.21,NA,NA,NA,-23.48246056,-46.68762722
"461","EMEF MILTOM CAMPOS SEN",35053107,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,4.57,NA,NA,NA,-23.4626,-46.6973
"462","EMEF THEO DUTRA",35053119,3550308,"municipal",108,0.92,"finais (6-9)",4.2,232.63,227.47,NA,NA,5.07,0.07,0.21,8.47,-23.4671,-46.6808
"463","EMEF PLINIO AYROSA",35053120,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,5.88,NA,NA,NA,-23.4895,-46.6916
"464","EMEF BRASIL-JAPAO",35053132,3550308,"municipal",57,0.92,"finais (6-9)",3.5,222.38,214.79,NA,NA,4.7,0.12,0.19,6.44,-23.5735,-46.7613
"465","EMEF AMORIM LIMA DES",35053144,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,6.43,NA,NA,NA,-23.5745,-46.7293
"466","EMEF ARTHUR WHITAKER DES",35053156,3550308,"municipal",86,0.92,"finais (6-9)",4.8,246.8,249.84,NA,NA,5.63,0.1,0.4,10.24,-23.5964,-46.7359
"467","EMEF THEODOMIRO DIAS DES",35053168,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,5.57,NA,NA,NA,-23.5945,-46.7308
"468","EMEF ALCIDES GONCALVES ETCHEGOYEN GEN",35053173,3550308,"municipal",87,0.92,"finais (6-9)",4.9,248.43,243.12,NA,NA,5.13,0.13,0.21,9.11,-23.5947,-46.7914
"469","EMEF ALVARO SILVA BRAGA GEN",35053181,3550308,"municipal",41,0.92,"finais (6-9)",3.8,238.27,239.88,NA,NA,5.21,0.05,0.29,8.15,-23.5642,-46.7643
"470","EMEF EUCLYDES DE OLIVEIRA FIGUEIREDO GEN",35053193,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,6.09,NA,NA,NA,-23.5574,-46.7585
"471","EMEF IBRAHIM NOBRE",35053200,3550308,"municipal",53,0.92,"finais (6-9)",3.8,233.44,244.52,NA,NA,4.84,0.08,0.23,9.04,-23.5754,-46.753
"472","EMEF JOAO XXIII",35053211,3550308,"municipal",97,0.92,"finais (6-9)",4.2,245.59,240.84,NA,NA,5.28,0.12,0.1,9.41,-23.5986,-46.7922
"473","EMEF JULIO MESQUITA",35053223,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,6.49,NA,NA,NA,-23.5814,-46.7358
"474","EMEF DEODORO DA FONSECA MAL",35053235,3550308,"municipal",71,1,"finais (6-9)",5.4,266.39,264.01,NA,NA,6.43,0.13,0.3,11.23,-23.5827,-46.724
"475","EMEF ESPIRIDIAO ROSAS MAL",35053247,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.27,NA,NA,NA,-23.5533,-46.7529
"476","EMEF LUIZ EDUARDO MATARAZZO CDE",35053259,3550308,"municipal",84,0.92,"finais (6-9)",4.5,245.24,240.02,NA,NA,4.88,0.07,0.21,9.19,-23.5738,-46.775
"477","EMEF ROBERTO MANGE PROF",35053260,3550308,"municipal",82,0.75,"finais (6-9)",4.1,240.09,237.21,NA,NA,4.66,0.13,0.29,8.74,-23.5858,-46.7583
"478","EMEF TARSILA DO AMARAL",35053272,3550308,"municipal",101,0.75,"finais (6-9)",3.2,202.36,196.56,NA,NA,5.12,0.09,0.24,8.49,-23.5979,-46.7568
"479","EMEF ALIPIO ANDRADA SERPA TTE",35053284,3550308,"municipal",57,0.83,"finais (6-9)",5,258.46,263.59,NA,NA,5.1,0.16,0.33,7.83,-23.5883,-46.7729
"480","EMEF CECILIA MEIRELES",35053296,3550308,"municipal",131,1,"finais (6-9)",4.9,261.15,262.04,NA,NA,5.34,0.07,0.26,9.81,-23.5029,-46.5268
"481","EMEF EDGARD CAVALHEIRO",35053302,3550308,"municipal",87,0.75,"finais (6-9)",4.5,243.55,244,NA,NA,4.76,0.15,0.24,10.32,-23.5076,-46.5415
"482","EMEF ROQUETTE PINTO",35053314,3550308,"municipal",103,1,"finais (6-9)",4.6,239.91,240.84,NA,NA,5.42,0.12,0.35,9.62,-23.5838,-46.5169
"483","EMEF VICENTINA RIBEIRO DA LUZ",35053326,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,5.06,NA,NA,NA,-23.5779,-46.5225
"484","EMEF GARCIA DAVILA CTE",35053348,3550308,"municipal",104,1,"finais (6-9)",5.2,267.28,262.58,NA,NA,5.64,0.06,0.35,10.56,-23.49154577,-46.65488761
"485","EMEF ANGELINA MAFFEI VITA DA",35053351,3550308,"municipal",135,0.92,"finais (6-9)",4.4,241.97,233.26,NA,NA,5.81,0.08,0.28,10.6,-23.49779833,-46.66162333
"486","EMEF HUMBERTO DANTAS",35053363,3550308,"municipal",NA,1,"finais (6-9)",NA,NA,NA,NA,NA,5.22,NA,NA,NA,-23.4861,-46.6709
"487","EMEF PAULO NOGUEIRA FILHO",35053375,3550308,"municipal",47,0.92,"finais (6-9)",5.5,267.82,268.54,NA,NA,5.54,0.09,0.4,10.08,-23.5123618,-46.6506189
"488","EMEF BERNARDO O HIGGINS",35053387,3550308,"municipal",79,0.83,"finais (6-9)",4.4,248.78,247.38,NA,NA,5.72,0.13,0.32,9.38,-23.6421,-46.6679
"489","EMEF CHIQUINHA RODRIGUES",35053399,3550308,"municipal",57,0.92,"finais (6-9)",4.2,244.37,235.67,NA,NA,5.32,0.16,0.21,9.93,-23.6211,-46.6718
"490","EMEF JOSE DIAS DA SILVEIRA DR",35053405,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.57,NA,NA,NA,-23.6159,-46.6923
"491","EMEF CALOGERAS MIN",35053417,3550308,"municipal",67,0.92,"finais (6-9)",4.1,234.3,218.64,NA,NA,4.91,0.04,0.19,7.83,-23.6331,-46.6606
"492","EMEF JOAO CARLOS DA SILVA BORGES PROF",35053429,3550308,"municipal",55,0.75,"finais (6-9)",5.7,277.29,288.88,NA,NA,5.82,0.22,0.47,10.52,-23.616,-46.6629
"493","EMEF FRANCISCO MEIRELLES DES",35053430,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,4.64,NA,NA,NA,-23.59699739,-46.59271701
"494","CEU EMEF CAMPOS SALLES PRES",35053442,3550308,"municipal",83,0.75,"finais (6-9)",4.7,240.74,244.55,NA,NA,4.71,0.07,0.25,8.4,-23.6224,-46.5907
"495","EMEF ARY PARREIRAS ALM",35053454,3550308,"municipal",84,1,"finais (6-9)",3.6,218.69,214.08,NA,NA,4.7,0.12,0.13,8,-23.6442,-46.6559
"496","EMEF ARMANDO ARRUDA PEREIRA",35053466,3550308,"municipal",116,0.83,"finais (6-9)",4.9,261.56,257.1,NA,NA,5.3,0.08,0.28,8.69,-23.6521,-46.6407
"497","EMEF CACILDA BECKER",35053478,3550308,"municipal",89,0.83,"finais (6-9)",5.1,260.49,267.11,NA,NA,5.9,0.22,0.34,9.75,-23.6457,-46.6405
"498","EMEF HABIB CARLOS KYRILLOS DR",35053485,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,4.93,NA,NA,NA,-23.6743441,-46.6455356
"499","EMEF MARINA VIEIRA DE CARVALHO MESQUITA",35053491,3550308,"municipal",92,0.92,"finais (6-9)",4.8,247.71,249.22,NA,NA,5.14,0.03,0.29,9.69,-23.662,-46.6531
"500","EMEF NELSON PIMENTEL QUEIROZ PROF",35053508,3550308,"municipal",96,0.92,"finais (6-9)",4.9,247.17,249.94,NA,NA,5.86,0.09,0.36,11.68,-23.6408,-46.6393
"501","EMEF MARIA ANTONIETA DALKIMIN BASTO PROFA",35053512,3550308,"municipal",105,0.92,"finais (6-9)",5.2,259.95,260.36,NA,NA,5.78,0.18,0.35,10.88,-23.6006,-46.6758
"502","EMEF DILERMANDO DIAS DOS SANTOS",35053521,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,4.57,NA,NA,NA,-23.53613627,-46.72408395
"503","EMEF ANIBAL FREIRE MIN",35053533,3550308,"municipal",81,0.83,"finais (6-9)",5.5,273.05,264.36,NA,NA,5.45,0.17,0.26,8.98,-23.51966414,-46.74234167
"504","EMEF CAXIAS DUQUE DE",35053545,3550308,"municipal",88,0.92,"finais (6-9)",5,263.92,262.21,NA,NA,4.25,0.15,0.17,8.26,-23.5549,-46.6288
"505","EMEF AROLDO DE AZEVEDO PROF",35053557,3550308,"municipal",63,0.92,"finais (6-9)",4.6,245.59,249.74,NA,NA,5.28,0.02,0.35,9.04,-23.49679434,-46.67283461
"506","EMEF FABIO DA SILVA PRADO DR",35053569,3550308,"municipal",60,0.83,"finais (6-9)",5,265.73,240.96,NA,NA,5.55,0.12,0.3,9.64,-23.5506,-46.5997
"507","EMEF ELIAS DE SIQUEIRA CAVALCANTI DR",35053570,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.23,NA,NA,NA,-23.4987,-46.686
"508","EMEF PEDRO AMERICO",35053582,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,4.98,NA,NA,NA,-23.48208685,-46.67821101
"509","EMEF JOAO AMOS COMENIUS",35053594,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,5,NA,NA,NA,-23.4502,-46.6884
"510","EMEF NILO PECANHA PRES",35053600,3550308,"municipal",64,0.83,"finais (6-9)",4.5,242.34,242.8,NA,NA,5.31,0.17,0.39,9.79,-23.5038,-46.7007
"511","EMEF ERICO VERISSIMO",35053612,3550308,"municipal",78,0.92,"finais (6-9)",4.8,251,251.83,NA,NA,5.31,0.12,0.24,10,-23.4787,-46.7065
"512","EMEF HENRIQUE INFANTE D",35053624,3550308,"municipal",69,0.75,"finais (6-9)",4.3,238.05,236.53,NA,NA,4.98,0.17,0.2,8.57,-23.5236,-46.6206
"513","EMEF FRANCISCO DE MONT ALVERNE FREI",35053636,3550308,"municipal",95,0.83,"finais (6-9)",4.6,242.18,242.11,243.3,226.55,5.94,0.06,0.28,10.45,-23.5139,-46.5078
"514","EMEF LUIS WASHINGTON VITA",35053648,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.61,NA,NA,NA,-23.5191,-46.5105
"515","EMEF JOSE MARIA PINTO DUARTE TTE",35053659,3550308,"municipal",75,0.92,"finais (6-9)",5.4,285.64,287.88,NA,NA,5.8,0.13,0.49,9.27,-23.54591676,-46.67610462
"516","EMEF SILVIO PORTUGAL DES",35053661,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.92,NA,NA,NA,-23.4865,-46.734
"517","EMEF LIBERATO BITTENCOURT GEN",35053673,3550308,"municipal",114,0.83,"finais (6-9)",5,256.11,262.24,NA,NA,5.81,0.13,0.44,10.17,-23.48551375,-46.71305757
"518","EMEF LEOPOLDINA IMP",35053685,3550308,"municipal",95,0.83,"finais (6-9)",4.6,245.78,252.58,NA,NA,5.32,0.11,0.28,9.57,-23.47722957,-46.72142644
"519","EMEF GABRIEL SYLVESTRE TEIXEIRA DE CARVALHO PROF",35053697,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.46,NA,NA,NA,-23.49589097,-46.73913288
"520","EMEF MARIO KOSEL FILHO",35053703,3550308,"municipal",89,0.83,"finais (6-9)",4.7,245.27,257.35,NA,NA,5.82,0.17,0.34,10.11,-23.49458461,-46.71291866
"521","EMEF MONTEIRO LOBATO",35053715,3550308,"municipal",123,0.75,"finais (6-9)",5.1,256.62,261.71,NA,NA,6.03,0.08,0.38,10.66,-23.4898,-46.7177
"522","EMEF GABRIEL PRESTES PROF",35053727,3550308,"municipal",NA,0.75,"finais (6-9)",NA,NA,NA,NA,NA,5.84,NA,NA,NA,-23.48918607,-46.72646242
"523","EMEF GASTAO MOUTINHO CTE",35053739,3550308,"municipal",87,0.92,"finais (6-9)",5.4,271.24,275.16,NA,NA,6.06,0.2,0.38,10.19,-23.4687,-46.6394
"524","EMEF MARCILIO DIAS",35053740,3550308,"municipal",136,0.92,"finais (6-9)",5.3,268.47,272.13,NA,NA,5.8,0.11,0.43,10.89,-23.47923317,-46.65391329
"525","EMEF MARCOS MELEGA",35053752,3550308,"municipal",105,0.92,"finais (6-9)",5.1,254.7,262.97,NA,NA,5.44,0.18,0.26,9.88,-23.4764,-46.6467
"526","EMEF ADOLPHO OTTO DE LAET PROF",35053764,3550308,"municipal",52,0.92,"finais (6-9)",5.2,259.73,256.18,NA,NA,5.55,0.06,0.37,11.92,-23.4816,-46.6266
"527","EMEF TIRADENTES ALF",35053776,3550308,"municipal",74,0.92,"finais (6-9)",4.7,237.78,252.91,NA,NA,5.11,0.12,0.31,9.32,-23.6714,-46.662
"528","EMEF ANTENOR NASCENTES",35053788,3550308,"municipal",87,0.92,"finais (6-9)",4.9,262.56,260.54,NA,NA,5.08,0.07,0.29,9.14,-23.6876,-46.6722
"529","EMEF MARIO MOURA E ALBUQUERQUE BEL",35053797,3550308,"municipal",106,0.83,"finais (6-9)",4.7,251.51,256.4,NA,NA,5.16,0.07,0.29,9.45,-23.67146364,-46.74731273
"530","EMEF CARLOS DE ANDRADE RIZZINI",35053806,3550308,"municipal",70,0.75,"finais (6-9)",5.6,282.86,265.85,NA,NA,5.78,0.09,0.33,9.95,-23.6558,-46.7002
"531","EMEF LUIZ TENORIO DE BRITO CEL",35053818,3550308,"municipal",115,0.92,"finais (6-9)",5.2,257.3,264.07,NA,NA,5.22,0.11,0.34,9.51,-23.6467,-46.7513
"532","EMEF MARIO RANGEL CEL",35053824,3550308,"municipal",88,0.92,"finais (6-9)",4.1,245.31,254.79,246.5,239.62,5.12,0.1,0.42,8.94,-23.6738,-46.7732
"533","EMEF PALIMERCIO DE REZENDE CEL",35053831,3550308,"municipal",81,0.92,"finais (6-9)",4,233.53,236.3,NA,NA,4.98,0.11,0.3,9.44,-23.63525704,-46.76270426
"534","EMEF PEREIRA CARNEIRO CDE",35053843,3550308,"municipal",85,0.92,"finais (6-9)",5.3,276.49,269.28,NA,NA,5.91,0.09,0.34,10.83,-23.6717,-46.6761
"535","EMEF JOAO SUSSUMU HIRATA DEP",35053855,3550308,"municipal",109,0.83,"finais (6-9)",4.9,250.58,261.8,NA,NA,5.13,0.08,0.17,8.55,-23.6947,-46.6552
"536","EMEF JOAQUIM CANDIDO DE AZEVEDO MARQUES DES",35053867,3550308,"municipal",70,0.83,"finais (6-9)",5.4,268.19,269.56,NA,NA,6.27,0.17,0.36,10,NA,NA
"537","EMEF MANOEL CARLOS DE FIGUEIREDO FERRAZ DES",35053879,3550308,"municipal",74,0.83,"finais (6-9)",4.8,261.18,252.6,250.51,250.2,4.88,0.07,0.2,8.13,-23.6915,-46.6658
"538","EMEF PAULO COLOMBO PEREIRA DE QUEIROZ DES",35053880,3550308,"municipal",96,1,"finais (6-9)",4.3,241.82,235.3,NA,NA,4.86,0.1,0.18,8.2,-23.6407,-46.7501
"539","EMEF ANTONIO CARLOS DE ABREU SODRE DR",35053892,3550308,"municipal",66,0.83,"finais (6-9)",5.3,257.62,263.76,NA,NA,5.94,0.18,0.23,10,-23.6861,-46.6823
"540","EMEF DE GAULLE GEN",35053909,3550308,"municipal",101,1,"finais (6-9)",4.9,255.94,260,NA,NA,4.31,0.08,0.19,8.05,-23.6582,-46.731
"541","EMEF HEITOR DE ANDRADE",35053910,3550308,"municipal",67,0.75,"finais (6-9)",5.7,286.5,267.85,NA,NA,5.94,0.13,0.31,10.79,-23.68398383,-46.71068116
"542","EMEF ADHEMAR DE BARROS PREF",35053922,3550308,"municipal",90,0.92,"finais (6-9)",5,249.49,254.67,NA,NA,5.38,0.13,0.24,9.41,-23.6386,-46.7607
"543","EMEF OTONIEL MOTA",35053934,3550308,"municipal",51,0.75,"finais (6-9)",4.4,246.48,249.72,NA,NA,4.36,0.14,0.31,7.92,-23.65971903,-46.75500289
"544","EMEF FAGUNDES VARELLA",35053946,3550308,"municipal",65,0.92,"finais (6-9)",5,245.8,262.11,NA,NA,5.13,0.06,0.17,9.12,-23.64260183,-46.787236
"545","EMEF IRACEMA MARQUES DA SILVEIRA PROFA",35053958,3550308,"municipal",102,0.92,"finais (6-9)",4.8,256.66,251.57,NA,NA,4.82,0.05,0.3,8.88,-23.6611,-46.7859
"546","EMEF PROCOPIO FERREIRA",35053961,3550308,"municipal",80,0.75,"finais (6-9)",4.5,250.96,246.5,NA,NA,4.63,0.09,0.22,8.19,-23.6556,-46.7475
"547","EMEF MANOEL DE ABREU DR",35053971,3550308,"municipal",110,0.92,"finais (6-9)",4.8,249.24,262.07,NA,NA,4.97,0.05,0.26,8.9,-23.770238,-46.6850426
"548","EMEF JOAO GUALBERTO DO AMARAL CARVALHO",35053983,3550308,"municipal",83,0.92,"finais (6-9)",5.4,265.32,279.16,NA,NA,6.03,0.12,0.35,10.18,-23.6716,-46.6817
"549","EMEF JOSE DE ALCANTARA MACHADO FILHO",35053995,3550308,"municipal",NA,1,"finais (6-9)",NA,NA,NA,NA,NA,4.32,NA,NA,NA,-23.6078,-46.7053
"550","EMEF LAERTE RAMOS DE CARVALHO PROF",35054008,3550308,"municipal",92,0.92,"finais (6-9)",5.8,275.05,279.9,NA,NA,6.25,0.12,0.35,12.55,-23.6684602,-46.6929558
"551","EMEF LEONARDO VILLAS BOAS",35054012,3550308,"municipal",91,0.92,"finais (6-9)",4.7,247.11,252.81,NA,NA,5.16,0.09,0.29,9.82,-23.6333,-46.7737
"552","EMEF MAURICIO SIMAO",35054021,3550308,"municipal",89,0.92,"finais (6-9)",4.7,263.22,251.72,NA,NA,5.3,0.16,0.26,9.25,-23.63,-46.7688
"553","EMEF SYNESIO ROCHA MIN",35054033,3550308,"municipal",68,0.92,"finais (6-9)",4.8,259.52,259.92,NA,NA,5.3,0.07,0.34,9.83,-23.61979514,-46.75386872
"554","EMEF ANTONIO DE SAMPAIO DORIA PROF",35054045,3550308,"municipal",NA,1,"finais (6-9)",NA,NA,NA,NA,NA,4.97,NA,NA,NA,-23.6818,-46.6423
"555","EMEF ISABEL VIEIRA FERREIRA PROFA",35054057,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.06,NA,NA,NA,NA,NA
"556","EMEF JORGE AMERICANO PROF",35054069,3550308,"municipal",92,0.92,"finais (6-9)",4.8,244.1,252.04,NA,NA,4.87,0.11,0.28,8.09,-23.687,-46.7998
"557","EMEF LEVY DE AZEVEDO SODRE PROF",35054070,3550308,"municipal",84,0.83,"finais (6-9)",4.8,254.56,261.91,NA,NA,4.76,0.07,0.3,8.48,-23.6502,-46.7741
"558","EMEFM LINNEU PRESTES PROF",35054082,3550308,"municipal",70,0.92,"finais (6-9)",4.6,255.84,261.11,NA,NA,5.7,0.06,0.34,10.47,-23.6482,-46.7032
"559","EMEF MARIO MARQUES DE OLIVEIRA PROF",35054094,3550308,"municipal",131,0.83,"finais (6-9)",5,254.26,260.8,NA,NA,5.52,0.08,0.27,10.15,-23.689,-46.7715
"560","EMEF OLIVEIRA VIANA",35054100,3550308,"municipal",50,0.92,"finais (6-9)",4.8,264.55,261.63,NA,245.42,4.81,0.08,0.26,8.24,-23.68684375,-46.76335453
"561","EMEF ZULMIRA CAVALHEIRO FAUSTINO",35054112,3550308,"municipal",82,0.75,"finais (6-9)",4.4,239.8,247.81,NA,NA,4.88,0.06,0.24,9.95,-23.6351,-46.7539
"562","EMEF CASSIANO RICARDO",35054124,3550308,"municipal",60,0.92,"finais (6-9)",4.6,253.85,269.79,NA,NA,5.55,0.1,0.4,9.73,-23.64895837,-46.60440065
"563","EMEF JOAQUIM NABUCO",35054136,3550308,"municipal",NA,0.75,"finais (6-9)",NA,NA,NA,NA,NA,5.33,NA,NA,NA,-23.6380918,-46.59968806
"564","EMEF JOSE DO PATROCINIO",35054148,3550308,"municipal",86,0.83,"finais (6-9)",4.9,251.47,248.61,NA,NA,5.52,0.07,0.28,10.71,-23.6476,-46.5989
"565","EMEF JOSE MARIA LISBOA",35054159,3550308,"municipal",85,0.67,"finais (6-9)",4.6,252.99,241.12,NA,NA,5.8,0.12,0.33,9.8,-23.61355931,-46.61282167
"566","EMEF EURICO GASPAR DUTRA MAL",35054161,3550308,"municipal",58,0.83,"finais (6-9)",4.5,250.43,246.16,NA,NA,4.95,0.05,0.22,9.55,-23.6224,-46.6149
"567","EMEF ANTONIO DE ALCANTARA MACHADO",35054173,3550308,"municipal",66,0.92,"finais (6-9)",5.5,285.07,275.93,NA,NA,5.66,0.12,0.39,9.06,-23.61246094,-46.60162082
"568","EMEF SYLVIA MARTIN PIRES PROFA",35054185,3550308,"municipal",104,0.83,"finais (6-9)",5.6,273.51,278.64,NA,NA,5.8,0.13,0.41,10.68,-23.6253,-46.6051
"569","EMEF OLAVO FONTOURA",35054197,3550308,"municipal",128,0.83,"finais (6-9)",4.9,257.07,252.02,NA,NA,4.96,0.08,0.35,9.16,-23.6382,-46.606
"570","EMEF LEAO MACHADO PROF",35054203,3550308,"municipal",94,0.83,"finais (6-9)",5.7,275.11,271.39,NA,NA,6.04,0.12,0.35,10.88,-23.645,-46.5935
"571","EMEF TEODOMIRO TOLEDO PIZA DES",35054215,3550308,"municipal",107,0.92,"finais (6-9)",4.1,261.81,260.21,NA,NA,4.82,0.04,0.17,8.65,-23.7450029,-46.6914128
"572","EMEF AFRANIO DE MELLO FRANCO DR",35054227,3550308,"municipal",85,0.83,"finais (6-9)",5,256.37,266.62,NA,NA,5.44,0.09,0.24,9.32,-23.7224358,-46.7020305
"573","EMEF MIGUEL VIEIRA FERREIRA DR",35054239,3550308,"municipal",60,1,"finais (6-9)",5.4,277.08,274.55,NA,NA,6.17,0.03,0.3,10.37,-23.70925941,-46.69933569
"574","EMEF JOSE AMADEI ENG",35054240,3550308,"municipal",83,0.83,"finais (6-9)",5.2,263.68,257.8,NA,NA,5.31,0.13,0.19,9.12,-23.7039483,-46.6860207
"575","EMEF ELIZA RACHEL MACEDO DE SOUZA PROFA",35054252,3550308,"municipal",77,0.92,"finais (6-9)",4.9,276.9,275.6,NA,NA,5.28,0.12,0.19,10.24,-23.77199226,-46.70555514
"576","EMEF JOAO DE DEUS CARDOSO DE MELLO",35054264,3550308,"municipal",78,0.83,"finais (6-9)",5.1,258.54,266.98,NA,NA,5.71,0.15,0.23,10.71,-23.7329409,-46.6993973
"577","EMEF JOAQUIM BENTO ALVES DE LIMA NETO",35054276,3550308,"municipal",84,0.92,"finais (6-9)",5.1,258.3,264.06,NA,NA,5.1,0.1,0.25,9.18,-23.75577981,-46.6836407
"578","EMEF PAULO SETUBAL",35054288,3550308,"municipal",76,0.83,"finais (6-9)",4.8,254.7,250.95,NA,NA,5.1,0.08,0.28,9.23,-23.7166455,-46.690057
"579","EMEF PLACIDO DE CASTRO",35054297,3550308,"municipal",59,0.83,"finais (6-9)",4.6,251.24,253.34,NA,NA,5.24,0.08,0.36,9.88,-23.69240589,-46.70337701
"580","EMEF ALMEIDA JUNIOR PROF",35054306,3550308,"municipal",58,0.83,"finais (6-9)",6,282.85,284.11,NA,NA,6.02,0.17,0.4,10.52,-23.66801599,-46.71085163
"581","EMEF CAROLINA RENNO RIBEIRO DE OLIVEIRA PROFA",35054318,3550308,"municipal",92,1,"finais (6-9)",4.9,254.7,270.02,NA,NA,5.22,0.1,0.3,8.83,-23.6838854,-46.75650685
"582","EMEF CLEMENTE PASTORE PROF",35054324,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,4.87,NA,NA,NA,-23.6977,-46.7723
"583","EMEF MILTON FERREIRA DE ALBUQUERQUE PROF",35054331,3550308,"municipal",123,0.92,"finais (6-9)",5.1,257.09,267.7,NA,NA,5.2,0.14,0.27,10.28,-23.73769811,-46.70731947
"584","EMEF OLEGARIO MARIANO",35054343,3550308,"municipal",95,0.75,"finais (6-9)",5.2,269.67,276,NA,NA,5.27,0.14,0.31,9.87,-23.74059916,-46.70928547
"585","EMEF ARTHUR AZEVEDO",35054355,3550308,"municipal",70,0.83,"finais (6-9)",5.1,255.71,256.58,NA,NA,5.11,0.14,0.27,9.89,-23.5393,-46.5808
